pnum,itamnum,servername,ip,hostname,center,loc1,loc2,isvm,vcenter,datein,dateout,charge,charge2,isoper,oper,power,pdu,os,osver,maker,model,serial,domain,charge3,usize,vmpnum,dateinsert,cpucore,memory
2213,NULL,"스마트IDC 통합서버 12호기",10.10.10.10,Smart-IDC01,IDC,5F-31-R05,21,0,NULL,2018-08-01,NULL,NULL,NULL,1,0,0,NULL,3,ESXi,NULL,"HPE DL580 GEN10",NULL,0,charge3,1,NULL,"2024-10-29 21:51:45",NULL,NULL
2214,NULL,"스마트IDC 통합서버 13호기",10.10.10.10,Smart-IDC02,IDC,5F-31-R06,14,0,NULL,2018-08-01,NULL,NULL,NULL,1,0,0,NULL,3,ESXi,NULL,"HPE DL580 GEN10",NULL,0,charge3,1,NULL,"2024-10-29 21:51:45",NULL,NULL
2215,NULL,"DMZ push 서버 #1",10.10.10.10,DMZ-PUSH1,IDC,5F-15-R13,31,0,NULL,2019-11-20,NULL,NULL,NULL,1,0,0,NULL,3,ESXi,NULL,"HPE DL380 GEN10",NULL,0,charge3,1,NULL,"2024-10-29 21:51:45",NULL,NULL
2216,NULL,"DMZ push 서버 #2",10.10.10.10,DMZ-PUSH2,IDC,5F-15-R14,31,0,NULL,2019-11-20,NULL,NULL,NULL,1,0,0,NULL,3,ESXi,NULL,"HPE DL380 GEN10",NULL,0,charge3,1,NULL,"2024-10-29 21:51:45",NULL,NULL
2217,NULL,"(구) DR 통합기",10.10.10.10,DR-ESXi,DR,NULL,NULL,0,NULL,2022-09-17,NULL,NULL,NULL,1,4,0,NULL,3,ESXi,NULL,"HPE DL580 G9",NULL,0,charge3,1,NULL,"2024-10-29 21:51:45",NULL,NULL
2218,NULL,"DR 통합기 #1",10.10.10.10,DR-ESXi-01,DR,NULL,NULL,0,NULL,2022-09-17,NULL,NULL,NULL,1,4,0,NULL,3,ESXi,NULL,"HPE DL580 GEN10",NULL,0,charge3,1,NULL,"2024-10-29 21:51:45",NULL,NULL
2219,NULL,"DR 통합기 #2",10.10.10.10,DR-ESXi-02,DR,NULL,NULL,0,NULL,2022-09-17,NULL,NULL,NULL,1,4,0,NULL,3,ESXi,NULL,"HPE DL580 GEN10",NULL,0,charge3,1,NULL,"2024-10-29 21:51:45",NULL,NULL
2220,NULL,"DR 통합기 #3",10.10.10.10,DR-ESXi-03,DR,NULL,NULL,0,NULL,2022-09-17,NULL,NULL,NULL,1,4,0,NULL,3,ESXi,NULL,"HPE DL580 GEN10",NULL,0,charge3,1,NULL,"2024-10-29 21:51:45",NULL,NULL
2221,NULL,"DR 통합기 #4",10.10.10.10,DR-ESXi-04,DR,NULL,NULL,0,NULL,2022-09-17,NULL,NULL,NULL,1,4,0,NULL,3,ESXi,NULL,"HPE DL580 GEN10",NULL,0,charge3,1,NULL,"2024-10-29 21:51:45",NULL,NULL
2222,NULL,"DR 통합기 #5",10.10.10.10,DR-ESXi-05,DR,NULL,NULL,0,NULL,2022-09-17,NULL,NULL,NULL,1,4,0,NULL,3,ESXi,NULL,"HPE DL580 GEN10",NULL,0,charge3,1,NULL,"2024-10-29 21:51:45",NULL,NULL
2223,NULL,"DR 통합기 #6",10.10.10.10,DR-ESXi-06,DR,NULL,NULL,0,NULL,2022-09-17,NULL,NULL,NULL,1,4,0,NULL,3,ESXi,NULL,"HPE DL580 GEN10",NULL,0,charge3,1,NULL,"2024-10-29 21:51:45",NULL,NULL
2224,NULL,"DR 통합기 #7",10.10.10.10,DR-ESXi-07,DR,NULL,NULL,0,NULL,2022-09-17,NULL,NULL,NULL,1,4,0,NULL,3,ESXi,NULL,"HPE DL580 GEN10",NULL,0,charge3,1,NULL,"2024-10-29 21:51:45",NULL,NULL
2225,NULL,"SRM 통합기 #1",10.10.10.10,DR-ESXi-SRM1,DR,NULL,NULL,0,NULL,2022-09-17,NULL,NULL,NULL,1,0,0,NULL,3,ESXi,NULL,"HPE DL580 GEN10",NULL,0,charge3,1,NULL,"2024-10-29 21:51:45",NULL,NULL
2226,NULL,"IFRS17 AP 통합기 #1",10.10.10.10,IFRSAP01,IDC,5F-15-R13,10,0,NULL,2018-01-02,NULL,NULL,NULL,1,0,0,NULL,3,NULL,NULL,"DL580 GEN10",NULL,0,charge3,1,NULL,"2024-10-29 21:51:45",NULL,NULL
2227,NULL,"IFRS17 DB 통합기 #1",10.10.10.10,IFRSDB01,IDC,5F-15-R13,5,0,NULL,2018-01-02,NULL,NULL,NULL,1,0,0,NULL,3,NULL,NULL,"DL580 GEN10",NULL,0,charge3,1,NULL,"2024-10-29 21:51:45",NULL,NULL
2228,NULL,"IFRS17 AP 통합기 #2",10.10.10.10,IFRSAP02,IDC,5F-15-R14,10,0,NULL,2018-01-02,NULL,NULL,NULL,1,0,0,NULL,3,NULL,NULL,"DL580 GEN10",NULL,0,charge3,1,NULL,"2024-10-29 21:51:45",NULL,NULL
2229,NULL,"IFRS17 DB 통합기 #2",10.10.10.10,IFRSDB02,IDC,5F-15-R14,5,0,NULL,2018-01-02,NULL,NULL,NULL,1,0,0,NULL,3,NULL,NULL,"DL580 GEN10",NULL,0,charge3,1,NULL,"2024-10-29 21:51:45",NULL,NULL
2230,NULL,"IFRS17 DR 통합기 #1",10.10.10.10,IFRSDR01,DR,NULL,NULL,0,NULL,2018-01-02,NULL,NULL,NULL,1,4,0,NULL,3,NULL,NULL,"DL380 GEN10",NULL,0,charge3,1,NULL,"2024-10-29 21:51:45",NULL,NULL
2231,NULL,"IFRS17 DR 통합기 #2",10.10.10.10,IFRSDR02,DR,NULL,NULL,0,NULL,2018-01-02,NULL,NULL,NULL,1,4,0,NULL,3,NULL,NULL,"DL380 GEN10",NULL,0,charge3,1,NULL,"2024-10-29 21:51:45",NULL,NULL
2232,NULL,"HCI NODE#1",10.10.10.10,NULL,IDC,5F-20-R03,12,0,NULL,2018-11-02,NULL,NULL,NULL,1,0,0,NULL,0,"RedHat Linux",NULL,"Hitachi UCP-HC DS220",NULL,0,charge3,1,NULL,"2024-10-29 21:51:45",NULL,NULL
2233,NULL,"HCI NODE#2",10.10.10.10,NULL,IDC,5F-20-R03,9,0,NULL,2018-11-02,NULL,NULL,NULL,1,0,0,NULL,0,"RedHat Linux",NULL,"Hitachi UCP-HC DS220",NULL,0,charge3,1,NULL,"2024-10-29 21:51:45",NULL,NULL
2234,NULL,"HCI NODE#3",10.10.10.10,NULL,IDC,5F-20-R03,6,0,NULL,2018-11-02,NULL,NULL,NULL,1,0,0,NULL,0,"RedHat Linux",NULL,"Hitachi UCP-HC DS220",NULL,0,charge3,1,NULL,"2024-10-29 21:51:45",NULL,NULL
2235,NULL,"HCI NODE#4",10.10.10.10,NULL,IDC,5F-20-R03,3,0,NULL,2018-11-02,NULL,NULL,NULL,1,0,0,NULL,0,"RedHat Linux",NULL,"Hitachi UCP-HC DS220",NULL,0,charge3,1,NULL,"2024-10-29 21:51:45",NULL,NULL
2236,NULL,"보험코어 Oracle/MYSQL DB 시스템용 #1",10.10.10.10,"HPE Superdome Flex",IDC,5F-42-L05,NULL,0,NULL,NULL,NULL,NULL,NULL,1,0,0,NULL,3,NULL,NULL,"HPE Superdome Flex",NULL,0,charge3,1,NULL,"2024-10-29 21:51:45",NULL,NULL
2237,NULL,"보험코어 Oracle/MYSQL DB 시스템용 #1 - 증설",10.10.10.10,"HPE Superdome Flex",IDC,5F-42-L05,NULL,0,NULL,2024-02-27,NULL,NULL,NULL,1,0,0,NULL,3,NULL,NULL,"HPE Superdome Flex",NULL,0,charge3,1,NULL,"2024-10-29 21:51:45",NULL,NULL
2238,NULL,"보험코어 Oracle/MYSQL DB 시스템용 #2",10.10.10.10,"HPE Superdome Flex",IDC,5F-42-L06,NULL,0,NULL,NULL,NULL,NULL,NULL,1,0,0,NULL,3,NULL,NULL,"HPE Superdome Flex",NULL,0,charge3,1,NULL,"2024-10-29 21:51:45",NULL,NULL
2239,NULL,"보험코어 Oracle/MYSQL DB 시스템용 #2 - 증설",10.10.10.10,"HPE Superdome Flex",IDC,5F-42-L06,NULL,0,NULL,2024-02-27,NULL,NULL,NULL,1,0,0,NULL,3,NULL,NULL,"HPE Superdome Flex",NULL,0,charge3,1,NULL,"2024-10-29 21:51:45",NULL,NULL
2240,NULL,"보험코어 Oracle/MYSQL DB 시스템용 #QA",10.10.10.10,"HPE Superdome Flex",IDC,5F-42-L04,NULL,0,NULL,NULL,NULL,NULL,NULL,1,1,0,NULL,3,NULL,NULL,"HPE Superdome Flex",NULL,0,charge3,1,NULL,"2024-10-29 21:51:45",NULL,NULL
2241,NULL,"보험코어 Oracle/MYSQL DB 시스템용 #개발",10.10.10.10,"HPE DL 380 G10",IDC,5F-42-L04,NULL,0,NULL,NULL,NULL,NULL,NULL,1,2,0,NULL,3,NULL,NULL,"HPE DL380 G10",NULL,0,charge3,1,NULL,"2024-10-29 21:51:45",NULL,NULL
2242,NULL,"보험코어 Oracle/MYSQL DB 시스템용 #DR",10.10.10.10,"HPE Superdome Flex",DR,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,1,4,0,NULL,3,NULL,NULL,"HPE Superdome Flex",NULL,0,charge3,1,NULL,"2024-10-29 21:51:45",NULL,NULL
2243,NULL,"UNIX IBM 통합용 #3",10.10.10.10,"IBM S924",IDC,5F-23-R15,42,0,NULL,2021-09-30,NULL,NULL,NULL,1,0,0,NULL,2,IBM-AIX,NULL,"IBM S924",NULL,0,charge3,1,NULL,"2024-10-29 21:51:45",NULL,NULL
2244,NULL,"UNIX IBM 통합용 #4",10.10.10.10,"IBM S924",IDC,5F-15-R02,25,0,NULL,2021-09-30,NULL,NULL,NULL,1,0,0,NULL,2,IBM-AIX,NULL,"IBM S924",NULL,0,charge3,1,NULL,"2024-10-29 21:51:45",NULL,NULL
2245,NULL,"UNIX IBM 통합용 #1",10.10.10.10,"IBM E870",IDC,5F-20-R07,42,0,NULL,2017-12-27,NULL,NULL,NULL,1,0,0,NULL,2,IBM-AIX,NULL,"IBM E870",NULL,0,charge3,1,NULL,"2024-10-29 21:51:45",NULL,NULL
2246,NULL,"UNIX IBM 통합용 #2",10.10.10.10,"IBM E870",IDC,5F-23-R07,42,0,NULL,2017-12-27,NULL,NULL,NULL,1,0,0,NULL,2,IBM-AIX,NULL,"IBM E870",NULL,0,charge3,1,NULL,"2024-10-29 21:51:45",NULL,NULL
2247,NULL,"융자 AP/DB 및 (구) 주전산용#1",10.10.10.10,"HPE SUPERDOME2",IDC,5F-12-R06,42,0,NULL,2017-12-27,NULL,NULL,NULL,1,0,0,NULL,3,NULL,NULL,"HPE SUPERDOM2",NULL,0,charge3,1,NULL,"2024-10-29 21:51:45",NULL,NULL
2248,NULL,"융자 AP/DB 및 (구) 주전산용#2",10.10.10.10,"HPE SUPERDOME2",IDC,5F-12-R07,42,0,NULL,2017-12-27,NULL,NULL,NULL,1,0,0,NULL,3,NULL,NULL,"HPE SUPERDOM2",NULL,0,charge3,1,NULL,"2024-10-29 21:51:45",NULL,NULL
2249,NULL,"융자 AP/DB 및 (구) 주전산용 _ 개발/DR용",10.10.10.10,"HPE SUPERDOM2",DR,NULL,NULL,0,NULL,2010-10-01,NULL,NULL,NULL,1,4,0,NULL,3,NULL,NULL,"HPE SUPERDOM2",NULL,0,charge3,1,NULL,"2024-10-29 21:51:45",NULL,NULL
2250,NULL,"주전산 OS 백업서버",10.10.10.10,ignitedr,DR,NULL,NULL,0,NULL,2010-09-29,NULL,NULL,NULL,1,0,0,NULL,3,NULL,NULL,RX2660,NULL,0,charge3,1,NULL,"2024-10-29 21:51:45",NULL,NULL
2251,NULL,"주전산 DR AP",10.10.10.10,hp_ilo,DR,NULL,NULL,0,NULL,2010-09-29,NULL,NULL,NULL,1,4,0,NULL,3,NULL,NULL,"BL860 i2",NULL,0,charge3,1,NULL,"2024-10-29 21:51:45",NULL,NULL
2252,NULL,"UNIX IBM 통합용 #5",10.10.10.10,"IBM S924",IDC,5F-15-R02,42,0,NULL,2020-12-01,NULL,NULL,NULL,1,0,0,NULL,2,IBM-AIX,NULL,"IBM S924",NULL,0,charge3,1,NULL,"2024-10-29 21:51:45",NULL,NULL
2253,NULL,"UNIX IBM 통합용 #6",10.10.10.10,"IBM S924",IDC,5F-23-R15,42,0,NULL,2020-12-01,NULL,NULL,NULL,1,0,0,NULL,2,IBM-AIX,NULL,"IBM S924",NULL,0,charge3,1,NULL,"2024-10-29 21:51:45",NULL,NULL
2254,NULL,"UNIX IBM 통합용 (개발/DR용)",10.10.10.10,"IBM P780",DR,NULL,NULL,0,NULL,2010-10-01,NULL,NULL,NULL,1,4,0,NULL,2,IBM-AIX,NULL,"IBM P780",NULL,0,charge3,1,NULL,"2024-10-29 21:51:45",NULL,NULL
2255,NULL,"IFRS17 HPC Head#1",10.10.10.10,hpcalmhd01,IDC,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,1,0,0,NULL,1,"Microsoft Windows Server 2019",NULL,NULL,NULL,0,charge3,1,NULL,"2024-10-29 21:51:45",NULL,NULL
2256,NULL,"HPC 클러스터 (매니저서버#1)",10.10.10.10,hlipalmman01,IDC,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,1,0,0,NULL,1,"Microsoft Windows Server 2019",NULL,NULL,NULL,0,charge3,1,NULL,"2024-10-29 21:51:45",NULL,NULL
2257,NULL,"IFRS17 HPC Head#2",10.10.10.10,hpcalmhd02,IDC,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,1,0,0,NULL,1,"Microsoft Windows Server 2019",NULL,NULL,NULL,0,charge3,1,NULL,"2024-10-29 21:51:45",NULL,NULL
2258,NULL,"HPC 클러스터 (매니저서버#2)",10.10.10.10,hlipalmman02,IDC,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,1,0,0,NULL,1,"Microsoft Windows Server 2019",NULL,NULL,NULL,0,charge3,1,NULL,"2024-10-29 21:51:45",NULL,NULL
2259,NULL,"IFRS17 HPC Head#3",10.10.10.10,hpcalmhd03,IDC,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,1,0,0,NULL,1,"Microsoft Windows Server 2019",NULL,NULL,NULL,0,charge3,1,NULL,"2024-10-29 21:51:45",NULL,NULL
2260,NULL,"HPC ALM R3S모델러서버#3",10.10.10.10,hlipalmmod03,IDC,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,1,0,0,NULL,1,"Microsoft Windows Server 2019",NULL,NULL,NULL,0,charge3,1,NULL,"2024-10-29 21:51:45",NULL,NULL
2261,NULL,"FRS17 HPC 관리 #1 운영",10.10.10.10,hlipr3shd01,IDC,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,1,0,0,NULL,1,"Microsoft Windows Server 2019",NULL,NULL,NULL,0,charge3,1,NULL,"2024-10-29 21:51:45",NULL,NULL
2262,NULL,"FRS17 HPC 관리 #2 운영",10.10.10.10,hlipr3shd02,IDC,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,1,0,0,NULL,1,"Microsoft Windows Server 2019",NULL,NULL,NULL,0,charge3,1,NULL,"2024-10-29 21:51:45",NULL,NULL
2263,NULL,"FRS17 HPC 관리 #3 운영",10.10.10.10,hlipr3shd03,IDC,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,1,0,0,NULL,1,"Microsoft Windows Server 2019",NULL,NULL,NULL,0,charge3,1,NULL,"2024-10-29 21:51:45",NULL,NULL
2264,NULL,"FRS17 HPC AD #01 운영",10.10.10.10,hlipr3sad01,IDC,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,1,0,0,NULL,1,"Microsoft Windows Server 2019",NULL,NULL,NULL,0,charge3,1,NULL,"2024-10-29 21:51:45",NULL,NULL
2265,NULL,"FRS17 HPC AD #02 운영",10.10.10.10,hlipr3sad02,IDC,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,1,0,0,NULL,1,"Microsoft Windows Server 2019",NULL,NULL,NULL,0,charge3,1,NULL,"2024-10-29 21:51:45",NULL,NULL
2266,NULL,"FRS17 Manager #01 운영",10.10.10.10,hlipr3sman01,IDC,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,1,0,0,NULL,1,"Microsoft Windows Server 2019",NULL,NULL,NULL,0,charge3,1,NULL,"2024-10-29 21:51:45",NULL,NULL
2267,NULL,"FRS17 Manager #02 운영",10.10.10.10,hlipr3sman02,IDC,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,1,0,0,NULL,1,"Microsoft Windows Server 2019",NULL,NULL,NULL,0,charge3,1,NULL,"2024-10-29 21:51:45",NULL,NULL
2268,NULL,"FRS17 Modeler #01 운영",10.10.10.10,hlipr3smod01,IDC,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,1,0,0,NULL,1,"Microsoft Windows Server 2019",NULL,NULL,NULL,0,charge3,1,NULL,"2024-10-29 21:51:45",NULL,NULL
2269,NULL,"FRS17 Modeler #02 운영",10.10.10.10,hlipr3smod02,IDC,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,1,0,0,NULL,1,"Microsoft Windows Server 2019",NULL,NULL,NULL,0,charge3,1,NULL,"2024-10-29 21:51:45",NULL,NULL
2270,NULL,"EDW 포털 WAS#1",10.10.10.10,edw-was1,IDC,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,1,0,0,NULL,1,"Microsoft Windows Server 2008",NULL,NULL,NULL,0,charge3,1,NULL,"2024-10-29 21:51:45",NULL,NULL
2271,NULL,"모바일 앱배포 #1",10.10.10.10,hli-mobileapp1,IDC,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,1,0,0,NULL,1,"Microsoft Windows Server 2012",NULL,NULL,NULL,0,charge3,1,NULL,"2024-10-29 21:51:45",NULL,NULL
2272,NULL,"RPA 자동화 운영#1",10.10.10.10,hli-rpa1,IDC,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,1,0,0,NULL,1,"Microsoft Windows Server 2012",NULL,NULL,NULL,0,charge3,1,NULL,"2024-10-29 21:51:45",NULL,NULL
2273,NULL,"구 AD #1",10.10.10.10,kli-addc01,IDC,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,1,0,0,NULL,1,"Microsoft Windows Server 2012",NULL,NULL,NULL,0,charge3,1,NULL,"2024-10-29 21:51:45",NULL,NULL
2274,NULL,오즈#01,10.10.10.10,oz01,IDC,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,1,0,0,NULL,1,"Microsoft Windows Server 2012",NULL,NULL,NULL,0,charge3,1,NULL,"2024-10-29 21:51:45",NULL,NULL
2275,NULL,오즈#03,10.10.10.10,oz03,IDC,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,1,0,0,NULL,1,"Microsoft Windows Server 2012",NULL,NULL,NULL,0,charge3,1,NULL,"2024-10-29 21:51:45",NULL,NULL
2276,NULL,오즈#05,10.10.10.10,oz05,IDC,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,1,0,0,NULL,1,"Microsoft Windows Server 2012",NULL,NULL,NULL,0,charge3,1,NULL,"2024-10-29 21:51:45",NULL,NULL
2277,NULL,오즈#07,10.10.10.10,oz07,IDC,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,1,0,0,NULL,1,"Microsoft Windows Server 2012",NULL,NULL,NULL,0,charge3,1,NULL,"2024-10-29 21:51:45",NULL,NULL
2278,NULL,"디스크암호화 AP #1 (보안)",10.10.10.10,securedocap1,IDC,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,1,0,0,NULL,1,"Microsoft Windows Server 2016 or later",NULL,NULL,NULL,0,charge3,1,NULL,"2024-10-29 21:51:45",NULL,NULL
2279,NULL,"고객정보암호화 Key 운영 신규 서버",10.10.10.10,SecureKey,IDC,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,1,0,0,NULL,1,"Microsoft Windows Server 2016 or later",NULL,NULL,NULL,0,charge3,1,NULL,"2024-10-29 21:51:45",NULL,NULL
2280,NULL,"PC자산관리(NetClient 6) 외부 운영 AP #1",10.10.10.10,hlipextnetap01,IDC,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,1,0,0,NULL,1,"Microsoft Windows Server 2019 (64-bit)",NULL,NULL,NULL,0,charge3,1,NULL,"2024-10-29 21:51:45",NULL,NULL
2281,NULL,"PC자산관리(NetClient 6) 내부 운영 AP #1",10.10.10.10,hlipintnetap01,IDC,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,1,0,0,NULL,1,"Microsoft Windows Server 2019 (64-bit)",NULL,NULL,NULL,0,charge3,1,NULL,"2024-10-29 21:51:45",NULL,NULL
2282,NULL,"PC자산관리(NetClient 6) 내부 운영 DB #1",10.10.10.10,hlipintnetdb01,IDC,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,1,0,0,NULL,1,"Microsoft Windows Server 2019 (64-bit)",NULL,NULL,NULL,0,charge3,1,NULL,"2024-10-29 21:51:45",NULL,NULL
2283,NULL,"스마트인증 WAS#1 ",10.10.10.10,hlipsotpwas1,IDC,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,1,0,0,NULL,0,"Red Hat Enterprise Linux 7 (64-bit)",NULL,NULL,NULL,0,charge3,1,NULL,"2024-10-29 21:51:45",NULL,NULL
2284,NULL,NULL,10.10.10.10,esbtest01,IDC,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,1,0,0,NULL,1,"Microsoft Windows Server 2016 or later (64-bit)",NULL,NULL,NULL,0,charge3,1,NULL,"2024-10-29 21:51:45",NULL,NULL
2285,NULL,NULL,10.10.10.10,hliefaxrestore,IDC,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,1,0,0,NULL,1,"Microsoft Windows Server 2019 (64-bit)",NULL,NULL,NULL,0,charge3,1,NULL,"2024-10-29 21:51:45",NULL,NULL
2286,NULL,"VMWARE 4 관리",10.10.10.10,VMWARE4,IDC,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,1,0,0,NULL,1,"Microsoft Windows Server 2012 (64-bit)",NULL,NULL,NULL,0,charge3,1,NULL,"2024-10-29 21:51:45",NULL,NULL
2287,NULL,"스마트인증 WAS#2 ",10.10.10.10,hlipsotpwas2,IDC,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,1,0,0,NULL,0,"Red Hat Enterprise Linux 7 (64-bit)",NULL,NULL,NULL,0,charge3,1,NULL,"2024-10-29 21:51:45",NULL,NULL
2288,NULL,NULL,10.10.10.10,esbtest02,IDC,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,1,0,0,NULL,1,"Microsoft Windows Server 2016 or later (64-bit)",NULL,NULL,NULL,0,charge3,1,NULL,"2024-10-29 21:51:45",NULL,NULL
2289,NULL,NULL,10.10.10.10,hlibkqad,IDC,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,1,0,0,NULL,1,"Microsoft Windows Server 2008 R2 (64-bit)",NULL,NULL,NULL,0,charge3,1,NULL,"2024-10-29 21:51:45",NULL,NULL
2290,NULL,"APC Main",10.10.10.10,apcmain,IDC,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,1,0,0,NULL,1,"Microsoft Windows Server 2012",NULL,NULL,NULL,0,charge3,1,NULL,"2024-10-29 21:51:45",NULL,NULL
2291,NULL,오토시스웹,10.10.10.10,autosysweb,IDC,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,1,0,0,NULL,1,"Microsoft Windows Server 2008",NULL,NULL,NULL,0,charge3,1,NULL,"2024-10-29 21:51:45",NULL,NULL
2292,NULL,"디자인파트 파일서버",10.10.10.10,designfile,IDC,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,1,0,0,NULL,1,"Microsoft Windows Server 2012",NULL,NULL,NULL,0,charge3,1,NULL,"2024-10-29 21:51:45",NULL,NULL
2293,NULL,"전자도서관 AP",10.10.10.10,dl-app,IDC,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,1,0,0,NULL,1,"Microsoft Windows Server 2012",NULL,NULL,NULL,0,charge3,1,NULL,"2024-10-29 21:51:45",NULL,NULL
2294,NULL,대고객안내장몌,10.10.10.10,dmap,IDC,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,1,0,0,NULL,1,"Microsoft Windows Server 2008",NULL,NULL,NULL,0,charge3,1,NULL,"2024-10-29 21:51:45",NULL,NULL
2295,NULL,EA,10.10.10.10,ea,IDC,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,1,0,0,NULL,1,"Microsoft Windows Server 2008",NULL,NULL,NULL,0,charge3,1,NULL,"2024-10-29 21:51:45",NULL,NULL
2296,NULL,"EDW 포털 WAS#2",10.10.10.10,edw-was2,IDC,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,1,0,0,NULL,1,"Microsoft Windows Server 2008",NULL,NULL,NULL,0,charge3,1,NULL,"2024-10-29 21:51:45",NULL,NULL
2297,NULL,"모바일 앱배포 #2",10.10.10.10,hli-mobileapp2,IDC,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,1,0,0,NULL,1,"Microsoft Windows Server 2012",NULL,NULL,NULL,0,charge3,1,NULL,"2024-10-29 21:51:45",NULL,NULL
2298,NULL,"ETL 변경관리 중계서버",10.10.10.10,hlip-chm,IDC,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,1,0,0,NULL,1,"Microsoft Windows Server 2016 or later",NULL,NULL,NULL,0,charge3,1,NULL,"2024-10-29 21:51:45",NULL,NULL
2299,NULL,"tanzu poc 서버",10.10.10.10,hlipoctanzu,IDC,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,1,0,0,NULL,1,"Microsoft Windows Server 2016 or later",NULL,NULL,NULL,0,charge3,1,NULL,"2024-10-29 21:51:45",NULL,NULL
2300,NULL,"RPA 자동화 개발",10.10.10.10,hli-rpadev,IDC,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,1,2,0,NULL,1,"Microsoft Windows Server 2012",NULL,NULL,NULL,0,charge3,1,NULL,"2024-10-29 21:51:45",NULL,NULL
2301,NULL,"SAN스위치 모니터링 서버",10.10.10.10,hli-sanmon,IDC,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,1,0,0,NULL,1,"Microsoft Windows Server 2016 or later",NULL,NULL,NULL,0,charge3,1,NULL,"2024-10-29 21:51:45",NULL,NULL
2302,NULL,"H-FS WAS QA",10.10.10.10,hliwas-qa,IDC,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,1,1,0,NULL,1,"Microsoft Windows Server 2008",NULL,NULL,NULL,0,charge3,1,NULL,"2024-10-29 21:51:45",NULL,NULL
2303,NULL,"주전산 WAS TEST QA",10.10.10.10,hliwas-testqa,IDC,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,1,1,0,NULL,1,"Microsoft Windows Server 2008",NULL,NULL,NULL,0,charge3,1,NULL,"2024-10-29 21:51:45",NULL,NULL
2304,NULL,다이렉트,10.10.10.10,homeweb-4,IDC,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,1,0,0,NULL,1,"Microsoft Windows Server 2012",NULL,NULL,NULL,0,charge3,1,NULL,"2024-10-29 21:51:45",NULL,NULL
2305,NULL,"실시간 메일",10.10.10.10,homeweb6,IDC,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,1,0,0,NULL,1,"Microsoft Windows Server 2008",NULL,NULL,NULL,0,charge3,1,NULL,"2024-10-29 21:51:45",NULL,NULL
2306,NULL,프린터관리,10.10.10.10,HPMS,IDC,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,1,0,0,NULL,1,"Microsoft Windows Server 2008",NULL,NULL,NULL,0,charge3,1,NULL,"2024-10-29 21:51:45",NULL,NULL
